"","age","gender","imp","comp","severity","group"
"1",37,"férfi",36,0,2,"CB non-problematic"
"2",29,"nő",43,2,6,"CB non-problematic"
"3",61,"nő",47,11,0,"CB non-problematic"
"4",26,"nő",49,0,3,"CB non-problematic"
"5",49,"nő",33,1,3,"CB non-problematic"
"6",22,"nő",50,13,16,"CB problematic"
"7",50,"férfi",NA,NA,7,"CB non-problematic"
"8",21,"férfi",23,1,1,"CB non-problematic"
"9",22,"férfi",29,2,1,"CB non-problematic"
"10",27,"férfi",42,7,7,"CB non-problematic"
"11",40,"férfi",39,9,5,"CB non-problematic"
"12",50,"férfi",38,5,5,"CB non-problematic"
"13",21,"férfi",43,0,4,"CB non-problematic"
"14",63,"férfi",32,0,2,"CB non-problematic"
"15",36,"férfi",36,2,6,"CB non-problematic"
"16",48,"férfi",47,9,1,"CB non-problematic"
"17",49,"férfi",36,0,0,"CB non-problematic"
"18",23,"férfi",39,5,5,"CB non-problematic"
"19",20,"férfi",41,7,3,"CB non-problematic"
"20",26,"férfi",40,3,2,"CB non-problematic"
"21",38,"férfi",36,1,3,"CB non-problematic"
"22",37,"férfi",35,0,3,"CB non-problematic"
"23",33,"férfi",46,11,4,"CB non-problematic"
"24",62,"férfi",33,9,4,"CB non-problematic"
"25",37,"férfi",29,0,4,"CB non-problematic"
"26",26,"férfi",34,0,1,"CB non-problematic"
"27",22,"férfi",53,3,5,"CB non-problematic"
"28",21,"férfi",45,0,4,"CB non-problematic"
"29",24,"férfi",23,5,1,"CB non-problematic"
"30",70,"férfi",32,1,3,"CB non-problematic"
"31",19,"férfi",30,0,2,"CB non-problematic"
"32",28,"férfi",27,1,0,"CB non-problematic"
"33",23,"férfi",43,2,2,"CB non-problematic"
"34",22,"férfi",46,1,5,"CB non-problematic"
"35",64,"férfi",34,4,4,"CB non-problematic"
"36",24,"férfi",32,12,3,"CB non-problematic"
"37",41,"férfi",54,0,7,"CB non-problematic"
"38",28,"férfi",37,3,3,"CB non-problematic"
"39",37,"férfi",32,17,3,"CB non-problematic"
"40",23,"férfi",26,7,2,"CB non-problematic"
"41",25,"férfi",31,2,2,"CB non-problematic"
"42",19,"férfi",31,0,1,"CB non-problematic"
"43",21,"férfi",33,14,3,"CB non-problematic"
"44",21,"férfi",NA,0,4,"CB non-problematic"
"45",41,"férfi",35,0,2,"CB non-problematic"
"46",22,"férfi",39,0,1,"CB non-problematic"
"47",26,"férfi",38,7,1,"CB non-problematic"
"48",26,"férfi",43,11,5,"CB non-problematic"
"49",46,"férfi",27,4,3,"CB non-problematic"
"50",48,"férfi",28,1,2,"CB non-problematic"
"51",24,"férfi",55,4,3,"CB non-problematic"
"52",27,"férfi",41,4,3,"CB non-problematic"
"53",21,"férfi",44,2,3,"CB non-problematic"
"54",48,"férfi",48,0,4,"CB non-problematic"
"55",57,"férfi",37,1,1,"CB non-problematic"
"56",34,"férfi",31,3,1,"CB non-problematic"
"57",36,"férfi",35,4,5,"CB non-problematic"
"58",33,"férfi",32,3,0,"CB non-problematic"
"59",28,"férfi",44,8,2,"CB non-problematic"
"60",46,"férfi",30,5,4,"CB non-problematic"
"61",35,"férfi",NA,0,3,"CB non-problematic"
"62",26,"férfi",43,5,6,"CB non-problematic"
"63",46,"férfi",46,2,3,"CB non-problematic"
"64",31,"férfi",35,1,3,"CB non-problematic"
"65",25,"férfi",49,4,5,"CB non-problematic"
"66",26,"férfi",43,2,4,"CB non-problematic"
"67",41,"férfi",39,1,1,"CB non-problematic"
"68",22,"férfi",36,3,7,"CB non-problematic"
"69",58,"férfi",40,6,1,"CB non-problematic"
"70",39,"férfi",33,13,3,"CB non-problematic"
"71",41,"férfi",32,1,5,"CB non-problematic"
"72",19,"férfi",40,1,7,"CB non-problematic"
"73",31,"férfi",43,4,3,"CB non-problematic"
"74",29,"férfi",35,0,1,"CB non-problematic"
"75",48,"férfi",47,9,5,"CB non-problematic"
"76",25,"férfi",54,1,3,"CB non-problematic"
"77",24,"férfi",39,5,3,"CB non-problematic"
"78",42,"férfi",27,1,1,"CB non-problematic"
"79",31,"férfi",49,1,5,"CB non-problematic"
"80",29,"férfi",29,0,3,"CB non-problematic"
"81",28,"férfi",35,1,4,"CB non-problematic"
"82",22,"férfi",42,1,3,"CB non-problematic"
"83",26,"férfi",35,6,1,"CB non-problematic"
"84",31,"férfi",27,0,2,"CB non-problematic"
"85",24,"férfi",43,4,6,"CB non-problematic"
"86",51,"férfi",42,2,5,"CB non-problematic"
"87",20,"férfi",36,9,5,"CB non-problematic"
"88",25,"férfi",51,5,7,"CB non-problematic"
"89",22,"férfi",44,1,7,"CB non-problematic"
"90",22,"férfi",40,3,1,"CB non-problematic"
"91",35,"férfi",48,12,6,"CB non-problematic"
"92",23,"férfi",31,2,1,"CB non-problematic"
"93",20,"férfi",40,4,4,"CB non-problematic"
"94",26,"férfi",42,3,2,"CB non-problematic"
"95",34,"férfi",34,0,1,"CB non-problematic"
"96",21,"férfi",NA,NA,2,"CB non-problematic"
"97",22,"férfi",30,2,4,"CB non-problematic"
"98",21,"férfi",53,0,0,"CB non-problematic"
"99",36,"férfi",43,2,4,"CB non-problematic"
"100",24,"férfi",34,1,4,"CB non-problematic"
"101",31,"férfi",40,0,2,"CB non-problematic"
"102",62,"férfi",38,1,6,"CB non-problematic"
"103",25,"férfi",42,5,3,"CB non-problematic"
"104",38,"férfi",58,4,5,"CB non-problematic"
"105",38,"férfi",44,0,3,"CB non-problematic"
"106",21,"férfi",53,0,1,"CB non-problematic"
"107",30,"férfi",35,4,3,"CB non-problematic"
"108",20,"férfi",36,3,5,"CB non-problematic"
"109",22,"férfi",NA,4,4,"CB non-problematic"
"110",31,"férfi",39,2,4,"CB non-problematic"
"111",36,"férfi",39,8,3,"CB non-problematic"
"112",23,"férfi",37,6,1,"CB non-problematic"
"113",44,"férfi",36,2,3,"CB non-problematic"
"114",27,"férfi",38,2,7,"CB non-problematic"
"115",30,"férfi",39,2,3,"CB non-problematic"
"116",20,"férfi",48,2,5,"CB non-problematic"
"117",23,"férfi",43,0,1,"CB non-problematic"
"118",56,"férfi",29,0,1,"CB non-problematic"
"119",21,"férfi",45,3,5,"CB non-problematic"
"120",57,"férfi",28,4,1,"CB non-problematic"
"121",31,"férfi",38,0,4,"CB non-problematic"
"122",36,"férfi",29,0,2,"CB non-problematic"
"123",22,"férfi",31,9,6,"CB non-problematic"
"124",44,"férfi",41,1,4,"CB non-problematic"
"125",33,"férfi",44,2,4,"CB non-problematic"
"126",22,"férfi",36,5,5,"CB non-problematic"
"127",22,"férfi",43,0,4,"CB non-problematic"
"128",22,"férfi",36,3,2,"CB non-problematic"
"129",30,"férfi",21,0,0,"CB non-problematic"
"130",32,"férfi",45,21,6,"CB non-problematic"
"131",31,"férfi",33,0,2,"CB non-problematic"
"132",64,"férfi",35,1,2,"CB non-problematic"
"133",22,"férfi",28,8,1,"CB non-problematic"
"134",76,"férfi",32,5,7,"CB non-problematic"
"135",37,"férfi",31,0,1,"CB non-problematic"
"136",25,"férfi",38,1,1,"CB non-problematic"
"137",28,"férfi",38,1,7,"CB non-problematic"
"138",19,"férfi",33,1,0,"CB non-problematic"
"139",29,"férfi",35,5,5,"CB non-problematic"
"140",53,"férfi",42,20,4,"CB non-problematic"
"141",38,"férfi",38,2,5,"CB non-problematic"
"142",64,"férfi",33,1,0,"CB non-problematic"
"143",22,"férfi",41,0,2,"CB non-problematic"
"144",31,"férfi",51,1,4,"CB non-problematic"
"145",23,"férfi",49,13,5,"CB non-problematic"
"146",39,"férfi",43,9,4,"CB non-problematic"
"147",29,"férfi",39,0,4,"CB non-problematic"
"148",40,"férfi",40,0,0,"CB non-problematic"
"149",71,"férfi",33,5,3,"CB non-problematic"
"150",58,"férfi",30,3,5,"CB non-problematic"
"151",22,"férfi",41,0,0,"CB non-problematic"
"152",32,"férfi",34,0,6,"CB non-problematic"
"153",39,"férfi",44,11,1,"CB non-problematic"
"154",30,"férfi",38,2,0,"CB non-problematic"
"155",22,"férfi",37,4,4,"CB non-problematic"
"156",28,"férfi",22,0,3,"CB non-problematic"
"157",30,"férfi",40,5,3,"CB non-problematic"
"158",39,"férfi",38,6,6,"CB non-problematic"
"159",32,"férfi",47,3,2,"CB non-problematic"
"160",59,"férfi",30,0,0,"CB non-problematic"
"161",61,"férfi",24,0,1,"CB non-problematic"
"162",19,"férfi",50,0,6,"CB non-problematic"
"163",24,"férfi",47,1,1,"CB non-problematic"
"164",26,"férfi",39,0,2,"CB non-problematic"
"165",26,"férfi",33,0,3,"CB non-problematic"
"166",23,"férfi",28,0,2,"CB non-problematic"
"167",37,"férfi",NA,NA,0,"CB non-problematic"
"168",19,"férfi",41,7,4,"CB non-problematic"
"169",27,"férfi",55,16,3,"CB non-problematic"
"170",25,"férfi",NA,1,5,"CB non-problematic"
"171",23,"férfi",39,7,5,"CB non-problematic"
"172",30,"férfi",41,0,3,"CB non-problematic"
"173",24,"férfi",54,2,6,"CB non-problematic"
"174",29,"férfi",34,9,3,"CB non-problematic"
"175",21,"férfi",38,0,0,"CB non-problematic"
"176",36,"férfi",22,0,1,"CB non-problematic"
"177",21,"férfi",33,10,4,"CB non-problematic"
"178",37,"férfi",39,2,6,"CB non-problematic"
"179",26,"férfi",28,0,2,"CB non-problematic"
"180",37,"férfi",40,4,1,"CB non-problematic"
"181",29,"férfi",41,6,7,"CB non-problematic"
"182",31,"férfi",30,4,4,"CB non-problematic"
"183",27,"férfi",36,1,4,"CB non-problematic"
"184",30,"férfi",28,0,0,"CB non-problematic"
"185",22,"férfi",42,3,5,"CB non-problematic"
"186",25,"férfi",39,7,7,"CB non-problematic"
"187",22,"férfi",46,3,3,"CB non-problematic"
"188",33,"férfi",37,4,5,"CB non-problematic"
"189",30,"férfi",35,12,6,"CB non-problematic"
"190",23,"férfi",39,14,3,"CB non-problematic"
"191",36,"férfi",33,0,1,"CB non-problematic"
"192",74,"férfi",37,1,1,"CB non-problematic"
"193",22,"férfi",NA,1,2,"CB non-problematic"
"194",45,"férfi",45,0,0,"CB non-problematic"
"195",32,"férfi",31,5,2,"CB non-problematic"
"196",59,"férfi",45,1,1,"CB non-problematic"
"197",20,"férfi",57,0,3,"CB non-problematic"
"198",20,"férfi",48,7,3,"CB non-problematic"
"199",21,"férfi",50,2,6,"CB non-problematic"
"200",41,"férfi",35,7,4,"CB non-problematic"
"201",64,"férfi",32,1,1,"CB non-problematic"
"202",26,"férfi",31,0,4,"CB non-problematic"
"203",22,"férfi",38,7,5,"CB non-problematic"
"204",55,"férfi",30,0,3,"CB non-problematic"
"205",54,"férfi",35,3,2,"CB non-problematic"
"206",32,"férfi",43,2,4,"CB non-problematic"
"207",31,"férfi",45,2,3,"CB non-problematic"
"208",31,"férfi",39,11,0,"CB non-problematic"
"209",45,"férfi",NA,0,4,"CB non-problematic"
"210",23,"férfi",42,6,3,"CB non-problematic"
"211",24,"férfi",54,0,1,"CB non-problematic"
"212",26,"férfi",47,1,4,"CB non-problematic"
"213",67,"férfi",31,0,5,"CB non-problematic"
"214",21,"férfi",38,6,1,"CB non-problematic"
"215",19,"férfi",36,0,3,"CB non-problematic"
"216",34,"férfi",43,6,4,"CB non-problematic"
"217",27,"férfi",33,0,0,"CB non-problematic"
"218",62,"férfi",30,0,0,"CB non-problematic"
"219",21,"férfi",43,6,4,"CB non-problematic"
"220",29,"férfi",25,0,1,"CB non-problematic"
"221",23,"férfi",48,3,2,"CB non-problematic"
"222",28,"férfi",35,1,1,"CB non-problematic"
"223",33,"férfi",39,0,0,"CB non-problematic"
"224",22,"férfi",40,13,3,"CB non-problematic"
"225",31,"férfi",47,0,7,"CB non-problematic"
"226",29,"férfi",33,2,5,"CB non-problematic"
"227",35,"férfi",46,0,3,"CB non-problematic"
"228",23,"férfi",32,4,1,"CB non-problematic"
"229",21,"férfi",35,2,0,"CB non-problematic"
"230",78,"férfi",30,3,5,"CB non-problematic"
"231",25,"férfi",41,2,1,"CB non-problematic"
"232",32,"férfi",34,7,3,"CB non-problematic"
"233",26,"férfi",39,1,3,"CB non-problematic"
"234",35,"férfi",54,0,6,"CB non-problematic"
"235",19,"férfi",37,2,0,"CB non-problematic"
"236",45,"férfi",39,0,1,"CB non-problematic"
"237",21,"férfi",43,7,2,"CB non-problematic"
"238",25,"férfi",40,8,6,"CB non-problematic"
"239",19,"férfi",30,5,2,"CB non-problematic"
"240",19,"férfi",50,2,2,"CB non-problematic"
"241",21,"férfi",36,0,4,"CB non-problematic"
"242",19,"férfi",46,11,1,"CB non-problematic"
"243",30,"férfi",40,2,0,"CB non-problematic"
"244",20,"férfi",28,2,2,"CB non-problematic"
"245",20,"férfi",58,6,4,"CB non-problematic"
"246",63,"férfi",39,1,5,"CB non-problematic"
"247",60,"férfi",39,2,0,"CB non-problematic"
"248",22,"férfi",37,8,5,"CB non-problematic"
"249",55,"férfi",35,0,5,"CB non-problematic"
"250",21,"férfi",46,3,6,"CB non-problematic"
"251",29,"férfi",35,0,6,"CB non-problematic"
"252",22,"férfi",31,1,2,"CB non-problematic"
"253",38,"férfi",27,3,7,"CB non-problematic"
"254",23,"férfi",43,3,7,"CB non-problematic"
"255",22,"férfi",33,6,6,"CB non-problematic"
"256",34,"férfi",28,0,3,"CB non-problematic"
"257",22,"férfi",48,10,3,"CB non-problematic"
"258",28,"férfi",32,1,4,"CB non-problematic"
"259",39,"férfi",34,1,4,"CB non-problematic"
"260",38,"férfi",37,0,1,"CB non-problematic"
"261",43,"férfi",50,1,3,"CB non-problematic"
"262",23,"férfi",36,1,3,"CB non-problematic"
"263",26,"férfi",51,12,7,"CB non-problematic"
"264",19,"férfi",NA,5,3,"CB non-problematic"
"265",41,"férfi",40,0,1,"CB non-problematic"
"266",34,"férfi",37,1,5,"CB non-problematic"
"267",20,"férfi",53,10,4,"CB non-problematic"
"268",20,"férfi",41,4,2,"CB non-problematic"
"269",23,"férfi",39,2,3,"CB non-problematic"
"270",28,"férfi",32,9,4,"CB non-problematic"
"271",48,"férfi",46,2,4,"CB non-problematic"
"272",56,"férfi",35,2,4,"CB non-problematic"
"273",56,"férfi",48,1,3,"CB non-problematic"
"274",43,"férfi",31,0,4,"CB non-problematic"
"275",21,"férfi",30,2,6,"CB non-problematic"
"276",52,"férfi",27,3,1,"CB non-problematic"
"277",34,"férfi",NA,0,2,"CB non-problematic"
"278",26,"férfi",32,0,3,"CB non-problematic"
"279",21,"férfi",49,8,2,"CB non-problematic"
"280",44,"férfi",45,2,1,"CB non-problematic"
"281",29,"férfi",40,5,4,"CB non-problematic"
"282",37,"férfi",29,2,1,"CB non-problematic"
"283",22,"férfi",42,18,2,"CB non-problematic"
"284",24,"férfi",42,5,2,"CB non-problematic"
"285",43,"férfi",43,1,6,"CB non-problematic"
"286",35,"férfi",51,0,4,"CB non-problematic"
"287",37,"férfi",33,7,6,"CB non-problematic"
"288",27,"férfi",37,4,2,"CB non-problematic"
"289",25,"férfi",24,2,2,"CB non-problematic"
"290",68,"férfi",32,4,2,"CB non-problematic"
"291",45,"férfi",41,3,4,"CB non-problematic"
"292",37,"férfi",39,2,3,"CB non-problematic"
"293",25,"férfi",53,3,5,"CB non-problematic"
"294",23,"férfi",32,5,3,"CB non-problematic"
"295",32,"férfi",48,3,5,"CB non-problematic"
"296",19,"férfi",36,0,1,"CB non-problematic"
"297",62,"férfi",39,4,7,"CB non-problematic"
"298",25,"férfi",42,12,1,"CB non-problematic"
"299",22,"férfi",49,1,5,"CB non-problematic"
"300",28,"férfi",33,0,4,"CB non-problematic"
"301",22,"férfi",41,0,4,"CB non-problematic"
"302",34,"férfi",27,1,1,"CB non-problematic"
"303",61,"férfi",44,0,1,"CB non-problematic"
"304",21,"férfi",38,5,4,"CB non-problematic"
"305",20,"férfi",38,2,1,"CB non-problematic"
"306",27,"férfi",43,11,4,"CB non-problematic"
"307",27,"férfi",28,0,5,"CB non-problematic"
"308",25,"férfi",46,12,6,"CB non-problematic"
"309",30,"férfi",NA,2,0,"CB non-problematic"
"310",23,"férfi",55,9,2,"CB non-problematic"
"311",28,"férfi",39,6,4,"CB non-problematic"
"312",28,"férfi",36,1,0,"CB non-problematic"
"313",64,"férfi",40,1,1,"CB non-problematic"
"314",32,"férfi",31,3,2,"CB non-problematic"
"315",37,"férfi",27,2,0,"CB non-problematic"
"316",19,"férfi",36,8,4,"CB non-problematic"
"317",22,"férfi",48,0,5,"CB non-problematic"
"318",20,"férfi",40,4,3,"CB non-problematic"
"319",21,"férfi",46,16,2,"CB non-problematic"
"320",19,"férfi",50,1,3,"CB non-problematic"
"321",42,"férfi",32,0,2,"CB non-problematic"
"322",22,"férfi",38,13,3,"CB non-problematic"
"323",26,"férfi",50,6,4,"CB non-problematic"
"324",21,"férfi",45,2,4,"CB non-problematic"
"325",21,"férfi",32,12,3,"CB non-problematic"
"326",32,"férfi",32,1,3,"CB non-problematic"
"327",25,"férfi",38,2,2,"CB non-problematic"
"328",25,"férfi",34,3,4,"CB non-problematic"
"329",20,"férfi",39,1,3,"CB non-problematic"
"330",36,"férfi",48,0,4,"CB non-problematic"
"331",28,"férfi",40,8,2,"CB non-problematic"
"332",29,"férfi",30,1,4,"CB non-problematic"
"333",27,"férfi",30,8,4,"CB non-problematic"
"334",36,"férfi",28,0,1,"CB non-problematic"
"335",25,"férfi",46,0,1,"CB non-problematic"
"336",20,"férfi",38,1,3,"CB non-problematic"
"337",20,"férfi",35,4,0,"CB non-problematic"
"338",41,"férfi",33,2,2,"CB non-problematic"
"339",29,"férfi",45,1,4,"CB non-problematic"
"340",27,"férfi",37,2,0,"CB non-problematic"
"341",33,"férfi",32,1,2,"CB non-problematic"
"342",27,"férfi",35,3,2,"CB non-problematic"
"343",32,"férfi",38,0,2,"CB non-problematic"
"344",49,"férfi",31,0,2,"CB non-problematic"
"345",30,"férfi",33,6,4,"CB non-problematic"
"346",22,"férfi",37,0,5,"CB non-problematic"
"347",24,"férfi",40,16,1,"CB non-problematic"
"348",22,"férfi",NA,4,1,"CB non-problematic"
"349",29,"férfi",33,5,2,"CB non-problematic"
"350",26,"férfi",44,18,7,"CB non-problematic"
"351",31,"férfi",34,0,4,"CB non-problematic"
"352",22,"férfi",30,2,1,"CB non-problematic"
"353",26,"férfi",32,8,2,"CB non-problematic"
"354",23,"férfi",36,7,4,"CB non-problematic"
"355",42,"férfi",38,0,2,"CB non-problematic"
"356",34,"férfi",28,1,1,"CB non-problematic"
"357",26,"férfi",44,2,3,"CB non-problematic"
"358",23,"férfi",41,5,5,"CB non-problematic"
"359",50,"férfi",39,2,5,"CB non-problematic"
"360",37,"férfi",32,0,0,"CB non-problematic"
"361",40,"férfi",35,3,2,"CB non-problematic"
"362",34,"férfi",37,7,4,"CB non-problematic"
"363",24,"férfi",43,0,1,"CB non-problematic"
"364",25,"férfi",38,11,2,"CB non-problematic"
"365",26,"férfi",30,2,2,"CB non-problematic"
"366",45,"férfi",27,0,1,"CB non-problematic"
"367",37,"férfi",35,3,1,"CB non-problematic"
"368",22,"férfi",41,4,6,"CB non-problematic"
"369",28,"férfi",50,12,6,"CB non-problematic"
"370",26,"férfi",48,0,0,"CB non-problematic"
"371",49,"férfi",26,2,1,"CB non-problematic"
"372",56,"férfi",24,2,0,"CB non-problematic"
"373",20,"férfi",40,5,3,"CB non-problematic"
"374",21,"férfi",35,18,5,"CB non-problematic"
"375",30,"férfi",48,4,7,"CB non-problematic"
"376",22,"férfi",NA,5,1,"CB non-problematic"
"377",23,"férfi",44,3,2,"CB non-problematic"
"378",24,"férfi",33,7,5,"CB non-problematic"
"379",24,"férfi",42,3,2,"CB non-problematic"
"380",25,"férfi",31,2,5,"CB non-problematic"
"381",23,"férfi",32,17,7,"CB non-problematic"
"382",30,"férfi",34,6,3,"CB non-problematic"
"383",19,"férfi",29,2,1,"CB non-problematic"
"384",30,"férfi",25,0,5,"CB non-problematic"
"385",31,"férfi",36,6,5,"CB non-problematic"
"386",23,"férfi",52,2,2,"CB non-problematic"
"387",25,"férfi",27,0,0,"CB non-problematic"
"388",20,"férfi",24,1,3,"CB non-problematic"
"389",51,"férfi",29,2,3,"CB non-problematic"
"390",24,"férfi",39,0,2,"CB non-problematic"
"391",19,"férfi",35,2,0,"CB non-problematic"
"392",32,"férfi",41,1,3,"CB non-problematic"
"393",21,"férfi",47,11,5,"CB non-problematic"
"394",23,"férfi",46,1,4,"CB non-problematic"
"395",30,"férfi",30,0,0,"CB non-problematic"
"396",35,"férfi",23,2,2,"CB non-problematic"
"397",23,"férfi",35,0,2,"CB non-problematic"
"398",44,"férfi",40,4,5,"CB non-problematic"
"399",19,"férfi",48,4,6,"CB non-problematic"
"400",23,"férfi",37,1,3,"CB non-problematic"
"401",24,"férfi",34,5,5,"CB non-problematic"
"402",26,"férfi",30,0,1,"CB non-problematic"
